POS_MSISDN,Distributer,Plan Name,Customer Tenure,Tenure Category,Status,Status Reason,Segment1,Segment2,Customer Interaction Score,Loyalty Points,Data Usage Tier,Customer Segment Change Flag,Churn Flag
0.5483870967741935,0.09929078014184398,0.0,0.5751633986928105,0.5,0.0,1.0,0.0,0.0,0.2222222222222222,0.4750000000000001,0.0,1.0,1
0.3096774193548387,0.23404255319148937,0.15151515151515152,0.6209150326797386,0.5,1.0,0.3333333333333333,1.0,1.0,0.6666666666666665,0.6875,1.0,1.0,1
0.2645161290322581,0.7163120567375887,0.09090909090909091,0.6797385620915033,0.5,1.0,0.3333333333333333,0.0,1.0,0.5555555555555556,0.6875,0.5,1.0,1
0.632258064516129,0.2695035460992908,0.6363636363636364,0.2549019607843137,0.0,0.6666666666666666,0.7777777777777777,1.0,0.5,0.8888888888888888,0.7875000000000001,0.5,1.0,1
0.632258064516129,0.2695035460992908,0.5454545454545454,0.11764705882352941,0.0,0.6666666666666666,0.4444444444444444,1.0,0.5,0.4444444444444445,0.0,1.0,1.0,1
0.17419354838709677,0.09929078014184398,0.09090909090909091,0.823529411764706,1.0,1.0,0.3333333333333333,0.0,0.0,0.6666666666666665,0.9375,0.0,1.0,0
0.9225806451612903,0.6170212765957447,0.7878787878787878,0.6601307189542484,0.5,0.3333333333333333,0.8333333333333333,0.0,0.0,1.0,0.5625,0.0,1.0,0
1.0,0.02127659574468085,0.8787878787878788,0.9869281045751634,1.0,0.0,0.38888888888888884,0.0,0.0,0.4444444444444445,0.6875,0.0,1.0,0
0.2645161290322581,0.6950354609929078,0.48484848484848486,0.9477124183006537,1.0,0.0,0.611111111111111,1.0,0.0,0.4444444444444445,0.6875,1.0,0.0,0
0.6967741935483871,0.7163120567375887,0.7878787878787878,0.5490196078431373,0.0,0.3333333333333333,0.8333333333333333,0.0,0.0,0.7777777777777777,0.5625,0.0,0.0,0
0.632258064516129,0.2695035460992908,0.6363636363636364,0.26143790849673204,0.0,0.6666666666666666,0.8888888888888888,1.0,0.5,0.4444444444444445,0.9625000000000001,0.5,1.0,1
0.632258064516129,0.2695035460992908,0.06060606060606061,0.13071895424836602,0.0,0.6666666666666666,0.5,1.0,0.5,0.2222222222222222,0.925,1.0,1.0,1
0.2838709677419355,0.14184397163120566,0.0,0.8169934640522876,1.0,0.0,0.611111111111111,0.0,0.0,0.0,0.6875,0.0,0.0,0
0.8516129032258064,0.7163120567375887,0.09090909090909091,0.42483660130718953,0.0,1.0,0.3333333333333333,0.0,1.0,0.4444444444444445,0.6875,0.5,0.0,0
0.3935483870967742,0.75177304964539,0.0,0.9084967320261438,1.0,1.0,0.3333333333333333,0.0,0.0,0.4444444444444445,0.9375,0.0,0.0,0
0.2645161290322581,0.7163120567375887,0.09090909090909091,0.026143790849673203,0.0,0.6666666666666666,0.7222222222222222,0.0,1.0,0.6666666666666665,0.05000000000000002,0.5,1.0,1
0.3935483870967742,0.801418439716312,0.9696969696969697,0.10457516339869281,0.0,0.6666666666666666,0.5,0.0,0.0,0.5555555555555556,0.8250000000000001,1.0,0.0,1
0.632258064516129,0.2695035460992908,0.6363636363636364,0.2549019607843137,0.0,0.6666666666666666,0.05555555555555555,1.0,0.5,0.5555555555555556,0.38750000000000007,0.5,1.0,1
0.632258064516129,0.2695035460992908,0.06060606060606061,0.49673202614379086,0.0,1.0,0.3333333333333333,1.0,0.5,0.7777777777777777,0.6875,1.0,1.0,0
0.10967741935483871,0.09929078014184398,0.6666666666666667,0.6666666666666667,0.5,0.0,1.0,0.0,0.0,0.1111111111111111,0.22500000000000003,0.0,1.0,0
0.7290322580645161,0.22695035460992907,0.42424242424242425,0.8823529411764706,1.0,1.0,0.3333333333333333,0.0,0.0,0.5555555555555556,0.9375,1.0,0.0,0
0.3935483870967742,0.8085106382978723,0.0,0.5032679738562091,0.0,0.0,0.611111111111111,0.0,0.0,0.7777777777777777,0.5,0.0,1.0,0
0.632258064516129,0.2695035460992908,0.24242424242424243,0.9019607843137255,1.0,1.0,0.3333333333333333,0.0,0.5,0.5555555555555556,0.9375,1.0,1.0,0
0.012903225806451613,0.09929078014184398,0.6666666666666667,0.6797385620915033,0.5,0.6666666666666666,0.05555555555555555,0.0,0.0,0.3333333333333333,0.25,0.0,1.0,1
0.632258064516129,0.2695035460992908,0.6363636363636364,0.26143790849673204,0.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666665,0.7250000000000001,0.5,0.0,1
0.14838709677419354,0.5531914893617021,0.6363636363636364,0.17647058823529413,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.5555555555555556,0.08750000000000002,1.0,1.0,1
0.2645161290322581,0.7163120567375887,0.09090909090909091,0.542483660130719,0.0,0.3333333333333333,0.2222222222222222,0.0,1.0,0.7777777777777777,0.5625,0.5,0.0,0
0.9096774193548387,0.14184397163120566,0.6060606060606061,0.48366013071895425,0.0,0.3333333333333333,0.2222222222222222,0.0,0.0,1.0,0.5625,0.0,0.0,0
0.7741935483870968,0.14184397163120566,0.6666666666666667,0.5359477124183006,0.0,0.0,0.38888888888888884,0.0,0.0,0.0,0.07500000000000001,0.0,1.0,0
0.36774193548387096,0.6170212765957447,0.3939393939393939,0.40522875816993464,0.0,1.0,0.3333333333333333,0.0,0.0,0.5555555555555556,0.6875,0.0,0.0,0
0.5483870967741935,0.02127659574468085,0.7272727272727273,0.8300653594771242,1.0,1.0,0.3333333333333333,0.0,0.0,0.7777777777777777,0.9375,0.0,1.0,0
0.632258064516129,0.2695035460992908,0.6363636363636364,0.411764705882353,0.0,1.0,0.3333333333333333,1.0,0.5,0.6666666666666665,0.6875,0.5,1.0,0
0.05161290322580645,0.02127659574468085,0.8787878787878788,0.5032679738562091,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.30000000000000004,0.0,1.0,0
0.864516129032258,0.14184397163120566,0.9393939393939394,0.6209150326797386,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5555555555555556,0.55,0.0,1.0,1
0.632258064516129,0.2695035460992908,0.6363636363636364,0.26143790849673204,0.0,0.6666666666666666,0.4444444444444444,1.0,0.5,0.5555555555555556,0.012500000000000011,0.5,1.0,1
0.8709677419354839,0.09929078014184398,0.2727272727272727,0.41830065359477125,0.0,1.0,0.3333333333333333,0.0,0.0,0.7777777777777777,0.6875,0.0,0.0,0
0.7870967741935484,0.6170212765957447,0.6666666666666667,0.607843137254902,0.5,0.0,1.0,0.0,0.0,0.0,0.875,0.0,1.0,0
0.632258064516129,0.2695035460992908,0.6363636363636364,0.2549019607843137,0.0,0.6666666666666666,0.8888888888888888,1.0,0.5,0.6666666666666665,0.22500000000000003,0.5,0.0,1
0.8774193548387097,0.7163120567375887,0.09090909090909091,0.5947712418300654,0.5,0.3333333333333333,0.16666666666666666,0.0,1.0,1.0,0.5625,0.5,1.0,0
0.43870967741935485,0.23404255319148937,0.0,0.42483660130718953,0.0,1.0,0.3333333333333333,0.0,1.0,0.7777777777777777,0.6875,1.0,1.0,0
